,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
8095,Huguenot,40.531911920489605,-74.19174105747814,Richmond Fiesta Market,40.53238987612806,-74.19242995309818,Deli / Bodega
8096,Huguenot,40.531911920489605,-74.19174105747814,Huguenot Nails,40.53260780636696,-74.19200227204905,Nail Salon
8097,Pleasant Plains,40.524699376118136,-74.21983106616777,Ralph's Ices,40.52396579948754,-74.21501488824632,Ice Cream Shop
8098,Pleasant Plains,40.524699376118136,-74.21983106616777,Il Forno,40.52222147622361,-74.2166513448245,Pizza Place
8099,Pleasant Plains,40.524699376118136,-74.21983106616777,Dollar Tree,40.521540984414784,-74.215762993857,Discount Store
8100,Pleasant Plains,40.524699376118136,-74.21983106616777,Wendy’s,40.5211557,-74.2169681,Fast Food Restaurant
8101,Pleasant Plains,40.524699376118136,-74.21983106616777,Enterprise Rent-A-Car,40.52223057773637,-74.21699099619212,Rental Car Location
8102,Pleasant Plains,40.524699376118136,-74.21983106616777,Great Clips,40.522214,-74.215763,Salon / Barbershop
8103,Pleasant Plains,40.524699376118136,-74.21983106616777,Dunkin',40.522202850022914,-74.21590964924121,Donut Shop
8104,Pleasant Plains,40.524699376118136,-74.21983106616777,Dunkin',40.52816866195241,-74.2166461412425,Donut Shop
8105,Pleasant Plains,40.524699376118136,-74.21983106616777,Xtreme Dance,40.52321,-74.215939,Yoga Studio
8106,Pleasant Plains,40.524699376118136,-74.21983106616777,Lux Nails,40.52213,-74.21679,Cosmetics Shop
8107,Pleasant Plains,40.524699376118136,-74.21983106616777,WELCOME TO NEW YORK,40.52582761645698,-74.2252091639015,Toll Plaza
8108,Pleasant Plains,40.524699376118136,-74.21983106616777,MTA Bus - Outerbridge & Park and Ride (X17/X22/X22A),40.52267477859878,-74.22476781846,Bus Stop
8109,Pleasant Plains,40.524699376118136,-74.21983106616777,White Market Liquors,40.52201843261719,-74.2151870727539,Brewery
8110,Pleasant Plains,40.524699376118136,-74.21983106616777,Amboy Wines and Liquors,40.52201843261719,-74.2151870727539,Liquor Store
8111,Butler Manor,40.50608165346305,-74.22950350260027,7-Eleven,40.50754882515,-74.2296140594908,Convenience Store
8112,Butler Manor,40.50608165346305,-74.22950350260027,South Shore Babe Ruth League,40.50663883722083,-74.22911244562717,Baseball Field
8113,Butler Manor,40.50608165346305,-74.22950350260027,South Shore Swim Club,40.50725555419922,-74.22679138183594,Pool
8114,Butler Manor,40.50608165346305,-74.22950350260027,South Shore Little League,40.508099746678795,-74.23278065240913,Baseball Field
8115,Butler Manor,40.50608165346305,-74.22950350260027,Tottenville Pool,40.505906371491214,-74.23541139932519,Pool
8116,Charleston,40.53053148283314,-74.23215775896526,Target,40.52880074389881,-74.23184751259993,Big Box Store
8117,Charleston,40.53053148283314,-74.23215775896526,Christmas Tree Shops,40.5308956,-74.2281892,Gift Shop
8118,Charleston,40.53053148283314,-74.23215775896526,Target,40.528764,-74.232627,Big Box Store
8119,Charleston,40.53053148283314,-74.23215775896526,Applebee's Grill + Bar,40.53013581,-74.22909095,American Restaurant
8120,Charleston,40.53053148283314,-74.23215775896526,ShopRite of Veterans Rd,40.52875949550266,-74.23509838880587,Grocery Store
8121,Charleston,40.53053148283314,-74.23215775896526,Ulta Beauty,40.5305663,-74.2321185,Cosmetics Shop
8122,Charleston,40.53053148283314,-74.23215775896526,Panera Bread,40.5265172,-74.2306085,Bakery
8123,Charleston,40.53053148283314,-74.23215775896526,Starbucks,40.528690338134766,-74.23201751708984,Coffee Shop
8124,Charleston,40.53053148283314,-74.23215775896526,Bed Bath & Beyond,40.5306474,-74.2280408,Furniture / Home Store
8125,Charleston,40.53053148283314,-74.23215775896526,Pizza Pronto,40.52675289198811,-74.23091210168496,Pizza Place
8126,Charleston,40.53053148283314,-74.23215775896526,Dunkin',40.527488188593246,-74.23410052460292,Donut Shop
8127,Charleston,40.53053148283314,-74.23215775896526,Michaels,40.53045284836281,-74.23131465911865,Arts & Crafts Store
8128,Charleston,40.53053148283314,-74.23215775896526,T.J. Maxx,40.5299419,-74.2321693,Department Store
8129,Charleston,40.53053148283314,-74.23215775896526,GameStop,40.52741880678577,-74.2331172194058,Video Game Store
8130,Charleston,40.53053148283314,-74.23215775896526,Fenix Studios,40.53343341642478,-74.2365039601605,Music Venue
8131,Charleston,40.53053148283314,-74.23215775896526,Sally Beauty,40.52712102535452,-74.2315556244965,Cosmetics Shop
8132,Charleston,40.53053148283314,-74.23215775896526,Starbucks,40.52828,-74.233315,Coffee Shop
8133,Charleston,40.53053148283314,-74.23215775896526,Z-Two Diner & Lounge; 24 Hrs,40.52729124755892,-74.23081089671777,Diner
8134,Charleston,40.53053148283314,-74.23215775896526,Famous Footwear,40.52747130414961,-74.23207500027569,Shoe Store
8135,Charleston,40.53053148283314,-74.23215775896526,Carter's,40.527354,-74.23256,Kids Store
8136,Charleston,40.53053148283314,-74.23215775896526,Cheeburger Cheeburger,40.52715595508398,-74.23143013244436,Burger Joint
8137,Charleston,40.53053148283314,-74.23215775896526,GNC,40.526672,-74.231316,Supplement Shop
8138,Charleston,40.53053148283314,-74.23215775896526,Justice,40.5273545,-74.23255999999999,Clothing Store
8139,Charleston,40.53053148283314,-74.23215775896526,Modell's Sporting Goods,40.52752061802032,-74.23392348478436,Sporting Goods Shop
8140,Charleston,40.53053148283314,-74.23215775896526,Retro Fitness,40.5274284,-74.2339189,Gym / Fitness Center
8141,Charleston,40.53053148283314,-74.23215775896526,Petco,40.52818714884622,-74.2288267581546,Pet Store
8142,Charleston,40.53053148283314,-74.23215775896526,The Home Depot,40.529127520130466,-74.22803131867113,Hardware Store
8143,Charleston,40.53053148283314,-74.23215775896526,Buddha Lounge,40.52731260578939,-74.23193208888821,Japanese Restaurant
8144,Charleston,40.53053148283314,-74.23215775896526,LaVida Massage Center,40.527316,-74.23260400000001,Massage Studio
8145,Rossville,40.54940400650072,-74.21572851113952,Heartland Bagels - Rossville Ave,40.55156653160681,-74.21225727269687,Bagel Shop
8146,Rossville,40.54940400650072,-74.21572851113952,Rossville Pizza,40.549337039073684,-74.22103133908163,Pizza Place
8147,Rossville,40.54940400650072,-74.21572851113952,Carvel,40.55086769,-74.21165809,Ice Cream Shop
8148,Rossville,40.54940400650072,-74.21572851113952,7-Eleven,40.547265,-74.217362,Convenience Store
8149,Rossville,40.54940400650072,-74.21572851113952,Pino's Pizzeria,40.551716050130054,-74.21205118341052,Pizza Place
8150,Rossville,40.54940400650072,-74.21572851113952,Dunkin',40.552791595458984,-74.21896362304688,Donut Shop
8151,Rossville,40.54940400650072,-74.21572851113952,Mignosi's Supermarket,40.551472505797655,-74.21226658292414,Grocery Store
8152,Rossville,40.54940400650072,-74.21572851113952,440 South,40.54916461282898,-74.21951171404461,Moving Target
8153,Rossville,40.54940400650072,-74.21572851113952,Fatboys Deli & Bagels,40.54964799852046,-74.22121197286347,Bagel Shop
8154,Rossville,40.54940400650072,-74.21572851113952,Stewart's All American Grill,40.551590999999995,-74.21254499999999,American Restaurant
8155,Rossville,40.54940400650072,-74.21572851113952,Marco's Discount Wine And Liquors,40.551526894491985,-74.21244984122305,Liquor Store
8156,Rossville,40.54940400650072,-74.21572851113952,My Brother's Deli & Bagels,40.54775315055205,-74.21960305745273,Bagel Shop
8157,Rossville,40.54940400650072,-74.21572851113952,Montalbano's,40.55039914374361,-74.21102253046018,Deli / Bodega
8158,Rossville,40.54940400650072,-74.21572851113952,Portofino Pizza,40.550542,-74.210727,Pizza Place
8159,Rossville,40.54940400650072,-74.21572851113952,Vincent's Pizzeria,40.55071455098372,-74.21069726294506,Pizza Place
8160,Arden Heights,40.54928582278321,-74.18588674583893,Villa Monte Pizzeria & Restaurant,40.552555412237844,-74.18621192742891,Pizza Place
8161,Arden Heights,40.54928582278321,-74.18588674583893,CVS pharmacy,40.55124113561854,-74.18403054667765,Pharmacy
8162,Arden Heights,40.54928582278321,-74.18588674583893,APlus at Sunoco,40.55123321869024,-74.18403018014772,Coffee Shop
8163,Arden Heights,40.54928582278321,-74.18588674583893,MTA Bus - Arden Av & Woodrow Rd (S56/X17/X17J/X19),40.55008209108321,-74.18737471103668,Bus Stop
8164,Arden Heights,40.54928582278321,-74.18588674583893,Rocco Deli,40.55122147787512,-74.18407349270231,Deli / Bodega
8165,Arden Heights,40.54928582278321,-74.18588674583893,Solar Panels Energy Systems,40.54872512817383,-74.18224334716797,Business Service
8166,Arden Heights,40.54928582278321,-74.18588674583893,Deportation & Asylum Lawyer,40.549116999999995,-74.18189699999999,Lawyer
8167,Greenridge,40.555295236173194,-74.17079414786092,UPS Access Point location,40.559498,-74.169231,Shipping Store
8168,Greenridge,40.555295236173194,-74.17079414786092,Golden Dove,40.559141574210706,-74.16924480751885,Diner
8169,Greenridge,40.555295236173194,-74.17079414786092,Atlas Home Contractors Inc.,40.556104,-74.174341,Construction & Landscaping
8170,Greenridge,40.555295236173194,-74.17079414786092,D'Agostino & Associates,40.558042,-74.168943,Lawyer
8171,Greenridge,40.555295236173194,-74.17079414786092,Pronto Pizza,40.55848861442931,-74.16919151896585,Pizza Place
8172,Greenridge,40.555295236173194,-74.17079414786092,Dazzle Gourmet Bagels,40.55846,-74.168944,Bagel Shop
8173,Greenridge,40.555295236173194,-74.17079414786092,Pet Oasis,40.55951690673828,-74.1689453125,Pet Store
8174,Heartland Village,40.58913894875281,-74.15902208156601,Holy Schnitzel,40.58977776384231,-74.16439040846775,Restaurant
8175,Heartland Village,40.58913894875281,-74.15902208156601,Starbucks,40.592496,-74.162623,Coffee Shop
8176,Heartland Village,40.58913894875281,-74.15902208156601,Barnes & Noble Cafe,40.59238507436921,-74.16290128670595,Coffee Shop
8177,Heartland Village,40.58913894875281,-74.15902208156601,Dunkin',40.590883945966326,-74.16444896436246,Donut Shop
8178,Heartland Village,40.58913894875281,-74.15902208156601,Rite Aid,40.5915815,-74.1634231,Pharmacy
8179,Heartland Village,40.58913894875281,-74.15902208156601,Bario's,40.58985571129801,-74.16466232940182,Pizza Place
8180,Heartland Village,40.58913894875281,-74.15902208156601,Brother's Halal Food,40.59289495631237,-74.15743021429202,Food Truck
8181,Heartland Village,40.58913894875281,-74.15902208156601,Vincent Catering,40.592949,-74.156984,Food
8182,Heartland Village,40.58913894875281,-74.15902208156601,Life Uniform,40.591215999999996,-74.16393199999999,Accessories Store
8183,Heartland Village,40.58913894875281,-74.15902208156601,Heartland Nails,40.591215999999996,-74.16393199999999,Spa
8184,Heartland Village,40.58913894875281,-74.15902208156601,Designer Optical Outlet,40.59145879162672,-74.16400109400978,Optical Shop
8185,Chelsea,40.59472602746295,-74.1895604551969,West Shore Inn Steakhouse,40.59414002159549,-74.18673466874999,Steakhouse
8186,Chelsea,40.59472602746295,-74.1895604551969,Better Gourmet Health Kitchen,40.592242923311616,-74.189909518945,Sandwich Place
8187,Chelsea,40.59472602746295,-74.1895604551969,El Pollo II Restaurant,40.590629,-74.191982,Spanish Restaurant
8188,Chelsea,40.59472602746295,-74.1895604551969,Independence Park,40.59175753947471,-74.19040267668937,Park
8189,Chelsea,40.59472602746295,-74.1895604551969,MTA Bus - Glen St & Victory (X19/X22/X22A),40.59126237236018,-74.19272303581238,Bus Stop
8190,Bloomfield,40.60577868452358,-74.18725638381567,Indoor Extreme Sports,40.603198,-74.190694,Recreation Center
8191,Bloomfield,40.60577868452358,-74.18725638381567,Chelsea Playground,40.609229681235455,-74.18844110226165,Theme Park
8192,Bloomfield,40.60577868452358,-74.18725638381567,Hot Dog stand,40.6021614074707,-74.18536376953125,Burger Joint
8193,Bloomfield,40.60577868452358,-74.18725638381567,MTA Bus - West Shore Plaza & Chelsea St (S46/S96),40.602441194421026,-74.19003577493693,Bus Stop
8194,Bulls Head,40.6095918004203,-74.15940948657122,Sanma Japanese Restaurant,40.61180973836901,-74.15874947034513,Sushi Restaurant
8195,Bulls Head,40.6095918004203,-74.15940948657122,Tropical Smoothie Cafe,40.60831476687017,-74.16282693777111,Café
8196,Bulls Head,40.6095918004203,-74.15940948657122,Empire East,40.611896,-74.157533,Chinese Restaurant
8197,Bulls Head,40.6095918004203,-74.15940948657122,Empire East Richmond Ave,40.61197242132444,-74.15746278082396,Thai Restaurant
8198,Bulls Head,40.6095918004203,-74.15940948657122,le roi,40.61219508594208,-74.15909280688177,Hookah Bar
8199,Bulls Head,40.6095918004203,-74.15940948657122,Buffalo Wild Wings,40.611997161503375,-74.15823318444842,Wings Joint
8200,Bulls Head,40.6095918004203,-74.15940948657122,La Piazza,40.612126046664976,-74.15766325835641,Pizza Place
8201,Bulls Head,40.6095918004203,-74.15940948657122,A & S Salumeria and Bakery,40.607554609172794,-74.16327087118911,Deli / Bodega
8202,Bulls Head,40.6095918004203,-74.15940948657122,Stop & Shop,40.6113771,-74.15686,Supermarket
8203,Bulls Head,40.6095918004203,-74.15940948657122,Mike's Unicorn Diner,40.60727684540621,-74.16078970617755,Diner
8204,Bulls Head,40.6095918004203,-74.15940948657122,Chili's Grill & Bar,40.6116251,-74.1591819,Tex-Mex Restaurant
8205,Bulls Head,40.6095918004203,-74.15940948657122,CVS pharmacy,40.60816944279858,-74.16414030073379,Pharmacy
8206,Bulls Head,40.6095918004203,-74.15940948657122,Walgreens,40.6101026,-74.1597713,Pharmacy
8207,Bulls Head,40.6095918004203,-74.15940948657122,Baskin-Robbins,40.61176486431583,-74.15779943805961,Ice Cream Shop
8208,Bulls Head,40.6095918004203,-74.15940948657122,Masterpiece Tattoos & Piercing Studio,40.607249757604535,-74.16382008696264,Tattoo Parlor
8209,Bulls Head,40.6095918004203,-74.15940948657122,Sapporo Sushi,40.60797638050071,-74.16345242968946,Japanese Restaurant
8210,Bulls Head,40.6095918004203,-74.15940948657122,Lander Market,40.61331527740898,-74.15893738055318,Deli / Bodega
8211,Bulls Head,40.6095918004203,-74.15940948657122,Baskin-Robbins,40.606895446777344,-74.16276550292969,Ice Cream Shop
8212,Bulls Head,40.6095918004203,-74.15940948657122,Subway,40.60820815048762,-74.16301841714443,Sandwich Place
8213,Bulls Head,40.6095918004203,-74.15940948657122,Mattress Firm,40.611665,-74.157412,Mattress Store
8214,Bulls Head,40.6095918004203,-74.15940948657122,7-Eleven,40.6068115348231,-74.1616352008168,Convenience Store
8215,Bulls Head,40.6095918004203,-74.15940948657122,Redbox,40.613376,-74.158398,Video Store
8216,Bulls Head,40.6095918004203,-74.15940948657122,SUBWAY,40.61384201049805,-74.15752410888672,Sandwich Place
8217,Bulls Head,40.6095918004203,-74.15940948657122,Domino's Pizza,40.61345570629488,-74.15904443075306,Pizza Place
8218,Bulls Head,40.6095918004203,-74.15940948657122,Dunkin',40.61182467130281,-74.15780772334642,Donut Shop
8219,Bulls Head,40.6095918004203,-74.15940948657122,Tim Hortons,40.6068257138458,-74.1628150641918,Coffee Shop
8220,Bulls Head,40.6095918004203,-74.15940948657122,Northfield Bank,40.61163004044498,-74.15920454328727,Bank
8221,Bulls Head,40.6095918004203,-74.15940948657122,M&J Pizzeria,40.61174119,-74.15840239,Pizza Place
8222,Bulls Head,40.6095918004203,-74.15940948657122,MTA Bus - Victory Bl & Morani St (S62/S92/X10/X1),40.60804341995076,-74.15705502033234,Bus Stop
8223,Bulls Head,40.6095918004203,-74.15940948657122,China House,40.611971999999994,-74.159805,Chinese Restaurant
8224,Bulls Head,40.6095918004203,-74.15940948657122,King's Nails,40.61199416885669,-74.15895326279215,Cosmetics Shop
8225,Bulls Head,40.6095918004203,-74.15940948657122,Cards For Less,40.611705,-74.157498,Gift Shop
8226,Bulls Head,40.6095918004203,-74.15940948657122,Ralph's Ice Cream Truck,40.611976,-74.160896,Food Truck
8227,Bulls Head,40.6095918004203,-74.15940948657122,99 &  Discount  Depot,40.61210687848147,-74.15814121073265,Furniture / Home Store
8228,Bulls Head,40.6095918004203,-74.15940948657122,Halal Cart,40.60805119516276,-74.1624874040839,Food Truck
8229,Bulls Head,40.6095918004203,-74.15940948657122,MTA Bus - Richmond Av & Yona Av (S44/S59/S94/X17),40.61239874104724,-74.15919161767273,Bus Stop
8230,Bulls Head,40.6095918004203,-74.15940948657122,McDonald's,40.60777788860167,-74.16286937892437,Fast Food Restaurant
8231,Bulls Head,40.6095918004203,-74.15940948657122,Victory Triangle,40.608556798825845,-74.15560684003539,Scenic Lookout
8232,Bulls Head,40.6095918004203,-74.15940948657122,Applebee's Grill + Bar,40.61267346,-74.15881931,American Restaurant
8233,Bulls Head,40.6095918004203,-74.15940948657122,101 Cafe,40.61160572451654,-74.15576165552477,Café
8234,Bulls Head,40.6095918004203,-74.15940948657122,Edible Arrangements,40.60841444513057,-74.16385963448874,Gift Shop
8235,Bulls Head,40.6095918004203,-74.15940948657122,Willowbrook Park Softball Fields,40.60673008292303,-74.15644972280842,Baseball Field
8236,Bulls Head,40.6095918004203,-74.15940948657122,MTA Bus - Richmond Av & Victory Bl (S44/S59/S89/S94/X10/X10B/X17/X17A/X17J),40.60682245637171,-74.16252516256107,Bus Stop
8237,Bulls Head,40.6095918004203,-74.15940948657122,miggys,40.61319272599915,-74.15857698140165,Grocery Store
8238,Bulls Head,40.6095918004203,-74.15940948657122,Island Plaza Wines & Liquor,40.61333531910823,-74.15906875378498,Liquor Store
8239,Bulls Head,40.6095918004203,-74.15940948657122,Hawaii Poke Bowl,40.613357726865125,-74.15895072141983,Poke Place
8240,Bulls Head,40.6095918004203,-74.15940948657122,Rose nails,40.607483,-74.163596,Spa
8241,Bulls Head,40.6095918004203,-74.15940948657122,8 Morgan Lane Pool Club,40.61260451871944,-74.16260314781822,Italian Restaurant
8242,Bulls Head,40.6095918004203,-74.15940948657122,Pet Oasis,40.60727310180664,-74.1636734008789,Pet Store
8243,Bulls Head,40.6095918004203,-74.15940948657122,MTA Bus - Victory Bl & Willowbrook PK (S62/S92/X10/X10B/X11),40.60869909866334,-74.15424406528473,Bus Stop
8244,Carnegie Hill,40.7826825671257,-73.95325646837112,Kitchen Arts & Letters,40.784225883561795,-73.95213507194228,Bookstore
8245,Carnegie Hill,40.7826825671257,-73.95325646837112,Marinara Pizza Upper East,40.78253758056964,-73.953358724926,Pizza Place
8246,Carnegie Hill,40.7826825671257,-73.95325646837112,Mister Wright Fine Wine & Spirits,40.78102895851267,-73.95225990847129,Wine Shop
8247,Carnegie Hill,40.7826825671257,-73.95325646837112,Kaia Wine Bar,40.78177568619958,-73.9517175753649,Wine Bar
8248,Carnegie Hill,40.7826825671257,-73.95325646837112,Ballet Academy East,40.7828033,-73.95072329999999,Dance Studio
8249,Carnegie Hill,40.7826825671257,-73.95325646837112,92nd Street Y,40.78307716230362,-73.95277200725201,Community Center
8250,Carnegie Hill,40.7826825671257,-73.95325646837112,Equinox East 92nd Street,40.7825,-73.95058,Gym
8251,Carnegie Hill,40.7826825671257,-73.95325646837112,Jack’s Stir Brew Coffee,40.78115195544896,-73.95438304103139,Coffee Shop
8252,Carnegie Hill,40.7826825671257,-73.95325646837112,Milano Market,40.780712,-73.952776,Gourmet Shop
8253,Carnegie Hill,40.7826825671257,-73.95325646837112,Crank NYC,40.783208875033765,-73.95086165218581,Gym / Fitness Center
8254,Carnegie Hill,40.7826825671257,-73.95325646837112,92nd Street Y May Center,40.78310834374145,-73.9527579922648,Gym / Fitness Center
8255,Carnegie Hill,40.7826825671257,-73.95325646837112,ChaiseFitness,40.78306516804938,-73.95264774585988,Gym
8256,Carnegie Hill,40.7826825671257,-73.95325646837112,Corner Bagel Shop,40.783004,-73.95067,Bagel Shop
8257,Carnegie Hill,40.7826825671257,-73.95325646837112,Lex Restaurant,40.78253,-73.9537,Italian Restaurant
8258,Carnegie Hill,40.7826825671257,-73.95325646837112,Bonjour Crêpes & Wine,40.784542765885874,-73.95199001146318,Café
8259,Carnegie Hill,40.7826825671257,-73.95325646837112,Dig Inn,40.7803316,-73.9547278,American Restaurant
8260,Carnegie Hill,40.7826825671257,-73.95325646837112,Sfoglia,40.78341910209419,-73.95276825117784,Italian Restaurant
8261,Carnegie Hill,40.7826825671257,-73.95325646837112,Birch Coffee,40.78027488527474,-73.95344462760507,Coffee Shop
8262,Carnegie Hill,40.7826825671257,-73.95325646837112,Pavlos Shoe Repair,40.781093,-73.954796,Shoe Store
8263,Carnegie Hill,40.7826825671257,-73.95325646837112,Shangri-La Nails & Spa,40.78359393463419,-73.95246596033476,Spa
8264,Carnegie Hill,40.7826825671257,-73.95325646837112,Table d'Hote,40.784492,-73.955712,French Restaurant
8265,Carnegie Hill,40.7826825671257,-73.95325646837112,Paola's Restaurant,40.784654658028686,-73.95586922764777,Restaurant
8266,Carnegie Hill,40.7826825671257,-73.95325646837112,Corrado Bread & Pastry,40.781975546022466,-73.95376063422715,Café
8267,Carnegie Hill,40.7826825671257,-73.95325646837112,Naruto Ramen,40.781074157721534,-73.95229932939817,Ramen Restaurant
8268,Carnegie Hill,40.7826825671257,-73.95325646837112,Third Avenue Ale House,40.78264522821851,-73.95120612366742,Bar
8269,Carnegie Hill,40.7826825671257,-73.95325646837112,San Matteo Pizza Espresso Bar,40.780383,-73.950125,Pizza Place
8270,Carnegie Hill,40.7826825671257,-73.95325646837112,Five Pillars Yoga,40.7848192898114,-73.95605383580587,Yoga Studio
8271,Carnegie Hill,40.7826825671257,-73.95325646837112,The Corner Bookstore,40.78514664786137,-73.95568392224033,Bookstore
8272,Carnegie Hill,40.7826825671257,-73.95325646837112,Cooper Hewitt Smithsonian Design Museum,40.78433310928044,-73.9577650572561,Art Museum
8273,Carnegie Hill,40.7826825671257,-73.95325646837112,Petco,40.77983402276885,-73.95547019144915,Pet Store
8274,Carnegie Hill,40.7826825671257,-73.95325646837112,juice press,40.78471805756784,-73.95599508387745,Vegetarian / Vegan Restaurant
8275,Carnegie Hill,40.7826825671257,-73.95325646837112,Sarabeth's East,40.78485660289235,-73.95592681386316,Breakfast Spot
8276,Carnegie Hill,40.7826825671257,-73.95325646837112,DTUT,40.78081764919819,-73.94935011863708,Coffee Shop
8277,Carnegie Hill,40.7826825671257,-73.95325646837112,Marco Polo Pizza & Deli,40.78451771146716,-73.95613090299094,Pizza Place
8278,Carnegie Hill,40.7826825671257,-73.95325646837112,Shake Shack,40.77909852079875,-73.9546857141302,Burger Joint
8279,Carnegie Hill,40.7826825671257,-73.95325646837112,Tacos y Quesadillas,40.78008806718875,-73.95520911344471,Food Truck
8280,Carnegie Hill,40.7826825671257,-73.95325646837112,The Jewish Museum,40.7852755619908,-73.95741083193923,Museum
8281,Carnegie Hill,40.7826825671257,-73.95325646837112,Cafe D'Alsace,40.77915220371584,-73.95106941461563,French Restaurant
8282,Carnegie Hill,40.7826825671257,-73.95325646837112,Vinyl Wine,40.786128664578506,-73.95077052391333,Wine Shop
8283,Carnegie Hill,40.7826825671257,-73.95325646837112,Noglu,40.78380094013877,-73.95668704790415,Bakery
8284,Carnegie Hill,40.7826825671257,-73.95325646837112,Pure Yoga East,40.778723478644714,-73.95377186715457,Yoga Studio
8285,Carnegie Hill,40.7826825671257,-73.95325646837112,Whole Foods Market,40.779668027961236,-73.9531079662105,Grocery Store
8286,Carnegie Hill,40.7826825671257,-73.95325646837112,Pure Barre,40.781022807147,-73.95420957724832,Gym / Fitness Center
8287,Carnegie Hill,40.7826825671257,-73.95325646837112,Maison Kayser,40.77938181580607,-73.95355942978318,Bakery
8288,Carnegie Hill,40.7826825671257,-73.95325646837112,Barnes & Noble,40.77931697280991,-73.95512555934548,Bookstore
8289,Carnegie Hill,40.7826825671257,-73.95325646837112,FedEx Office Print & Ship Center,40.7812124,-73.9541123,Shipping Store
8290,Carnegie Hill,40.7826825671257,-73.95325646837112,Elite Unisex Salon and Barber Shop,40.783031648438254,-73.94840210739554,Salon / Barbershop
8291,Carnegie Hill,40.7826825671257,-73.95325646837112,Mughlai Indian Cuisine,40.78020580283837,-73.95008785684102,Indian Restaurant
8292,Carnegie Hill,40.7826825671257,-73.95325646837112,Bluestone Lane,40.78375703091576,-73.95852577546304,Café
8293,Carnegie Hill,40.7826825671257,-73.95325646837112,The Milton NYC,40.781255,-73.949065,Cocktail Bar
8294,Carnegie Hill,40.7826825671257,-73.95325646837112,Russ & Daughters,40.785332112548176,-73.957480764814,Kosher Restaurant
8295,Carnegie Hill,40.7826825671257,-73.95325646837112,Wok 88,40.78026277911913,-73.95291982882567,Chinese Restaurant
8296,Carnegie Hill,40.7826825671257,-73.95325646837112,K&D Wines & Spirits,40.787095671313054,-73.95426103745547,Wine Shop
8297,Carnegie Hill,40.7826825671257,-73.95325646837112,Chick-Fil-A,40.77925554344363,-73.95395230307577,Fast Food Restaurant
8298,Carnegie Hill,40.7826825671257,-73.95325646837112,Variety Coffee Roasters,40.77889926886048,-73.9559004150256,Coffee Shop
8299,Carnegie Hill,40.7826825671257,-73.95325646837112,Bocado Café,40.7802927064342,-73.95512761421314,Café
8300,Carnegie Hill,40.7826825671257,-73.95325646837112,Ichiro,40.778901,-73.950843,Japanese Restaurant
8301,Carnegie Hill,40.7826825671257,-73.95325646837112,New York Yoga - Hot Yoga,40.778909508752214,-73.95615953339332,Yoga Studio
8302,Carnegie Hill,40.7826825671257,-73.95325646837112,Zestys Pizzeria e Salumeria,40.78362705223304,-73.95039975299682,Italian Restaurant
8303,Carnegie Hill,40.7826825671257,-73.95325646837112,The Painted Lady,40.783396,-73.948051,Cocktail Bar
8304,Carnegie Hill,40.7826825671257,-73.95325646837112,Ulta Beauty,40.7787777,-73.9544491,Cosmetics Shop
8305,Carnegie Hill,40.7826825671257,-73.95325646837112,Pascalou,40.78504598683146,-73.95581327084325,French Restaurant
8306,Carnegie Hill,40.7826825671257,-73.95325646837112,Club Normandie,40.784920890143646,-73.94853276492782,Gym
8307,Carnegie Hill,40.7826825671257,-73.95325646837112,Starbucks,40.78271518758087,-73.94816913233733,Coffee Shop
8308,Carnegie Hill,40.7826825671257,-73.95325646837112,Kobeyaki,40.7786621,-73.9530122,Japanese Restaurant
8309,Carnegie Hill,40.7826825671257,-73.95325646837112,Nick's Restaurant & Pizzeria,40.78292250725332,-73.94801440028694,Pizza Place
8310,Carnegie Hill,40.7826825671257,-73.95325646837112,Barking Dog,40.78392857648401,-73.95030050800752,Diner
8311,Carnegie Hill,40.7826825671257,-73.95325646837112,Vietnaam,40.77919770424128,-73.95073107424153,Vietnamese Restaurant
8312,Carnegie Hill,40.7826825671257,-73.95325646837112,Ashoka Fine Dine,40.779918,-73.950142,Indian Restaurant
8313,Carnegie Hill,40.7826825671257,-73.95325646837112,Chochin,40.781843,-73.947863,Japanese Restaurant
8314,Carnegie Hill,40.7826825671257,-73.95325646837112,Libertador Parrilla Argentina,40.779898530135924,-73.95037957977502,Argentinian Restaurant
8315,Carnegie Hill,40.7826825671257,-73.95325646837112,Modern Martial Arts NYC Eastside,40.77848711722637,-73.95313552272941,Martial Arts Dojo
8316,Carnegie Hill,40.7826825671257,-73.95325646837112,Mole Restaurant,40.78028107601108,-73.95006733166154,Mexican Restaurant
8317,Carnegie Hill,40.7826825671257,-73.95325646837112,Guggenheim Store,40.78292173768755,-73.9591133594513,Gift Shop
8318,Carnegie Hill,40.7826825671257,-73.95325646837112,Starbucks,40.77954606415327,-73.95355245328552,Coffee Shop
8319,Carnegie Hill,40.7826825671257,-73.95325646837112,Papaya King,40.778918507433154,-73.95404719455027,Hot Dog Joint
8320,Carnegie Hill,40.7826825671257,-73.95325646837112,Athleta,40.778455,-73.953952,Women's Store
8321,Carnegie Hill,40.7826825671257,-73.95325646837112,Urban Outfitters,40.77832352747964,-73.95404264330864,Clothing Store
8322,Carnegie Hill,40.7826825671257,-73.95325646837112,The Writing Room,40.779401063600716,-73.95069832371163,New American Restaurant
8323,Carnegie Hill,40.7826825671257,-73.95325646837112,Fairway Market,40.77827551735729,-73.9525274407895,Grocery Store
